url,title,tags
https://www.odesk.com/o/jobs/job/_~01a682fef6b7c74307/,PHP developer with Sugar CRM knowledge,mysql;php;sugar-crm
https://www.odesk.com/o/jobs/job/_~01e15c590556926d68/,4 agents to dial a campaign that involves cold calling businesses and generating interest.,active-listening;cold-calling;lead-generation;outbound-sales;telemarketing;telephone-skills;voip-administration
https://www.odesk.com/o/jobs/job/_~0104f194a1805f4338/,Appointment Setter Urgently wanted,appointment-setting;b2b-marketing;business-development;call-handling;cold-calling;customer-service;lead-generation;outbound-sales;sales;sales-promotion;telemarketing;telephone-skills
https://www.odesk.com/o/jobs/job/_~0108cc47afa7765e85/,Admin / General VA - Capsule CRM + More,crm;data-entry;virtual-assistant
https://www.odesk.com/o/jobs/job/_~013aeda869c4e3259e/,** Looking For: Reliable and Confident Telephone Sales Assistant with Real Estate Experience! **,administrative-support;appointment-setting;call-handling;chat-support;cold-calling;crm;customer-service;customer-support;email-handling;google-docs;internet-research;live-chat-operator;microsoft-excel;mls-consulting;negotiation;more…
https://www.odesk.com/o/jobs/job/_~01ee9d347e1138cdd9/,Zoho CRM setup,zoho-crm
https://www.odesk.com/o/jobs/job/_~01b60aac8a070cc8eb/,SugarCRM CRM Development,
https://www.odesk.com/o/jobs/job/_~01154658f791393910/,Smartheets.com (simple template setup),crm;project-management
https://www.odesk.com/o/jobs/job/_~01f10130b78a034fdb/,Vici Dial Integration with MS Dynamics CRM 2013,api-development;crm;microsoft-dynamics;microsoft-dynamics-crm;mysql;.net-framework;php
https://www.odesk.com/o/jobs/job/_~016a0bdd891f3abff0/,Script for Google Sheets - exclude certain contacts from my mailing list.,make-build-script;scripting;scripts-and-utilities
https://www.odesk.com/o/jobs/job/_~0139e83df2105de7b8/,MySQL Performance Improvement,database-adminstration;database-caching;mysql
https://www.odesk.com/o/jobs/job/_~0180c07e01d554ef11/,GoogleDrive- Infusionsoft Updating,lead-generation
https://www.odesk.com/o/jobs/job/_~0181e9d1078cf02468/,Windows Server 2008 Expert,microsoft-server;microsoft-windows-server
https://www.odesk.com/o/jobs/job/_~01f763cc4a67c206e2/,Officer 365 CRM,
https://www.odesk.com/o/jobs/job/_~01daa6cf8d395af9fd/,B2B Inbound TeleSales,telemarketing
https://www.odesk.com/o/jobs/job/_~01ce1e45a037c8ba87/,Investors want to build a custom CRM,
https://www.odesk.com/o/jobs/job/_~01978678d167a0fe86/,Teles Sales B2B - US Reps Only,customer-support;telemarketing
https://www.odesk.com/o/jobs/job/_~017032471405a00ed5/,2 Websites for new Real estate & brokerage frim. all in one project,social-media-marketing;website-development;wordpress
https://www.odesk.com/o/jobs/job/_~01cba632de3310648a/,Sugar CRM Customization,
https://www.odesk.com/o/jobs/job/_~012b4f3202ed8f6506/,C# Software Engineer(s) for Mobile (Long Term),android-app-development;c#;ios-development
https://www.odesk.com/o/jobs/job/_~01adde93d3214e5440/,Sales Manager/Engineer,crm;outbound-sales;sales;sales-writing
https://www.odesk.com/o/jobs/job/_~01c6781bc111299867/,ERP consultant,
https://www.odesk.com/o/jobs/job/_~01fe5d9adb55ece604/,Marketing Automation Consultant: Landing Page / Forms / Emails,email-marketing;html;landing-pages;lead-generation
https://www.odesk.com/o/jobs/job/_~013af10afcb65f6b47/,NetSuite Implementation 2-3 weeks in Carlsbad; CA,netsuite-administration
https://www.odesk.com/o/jobs/job/_~0134cb362486952572/,Wanted Salesforce certified Developer,crm;salesforce-apex;salesforce-app-development;salesforce.com
https://www.odesk.com/o/jobs/job/_~0175acbec08e0e73f5/,Expert PHP developer with Sugar CRM knowledge,mysql;php;sugar-crm
https://www.odesk.com/o/jobs/job/_~01aa32c84534ca6d3f/,Call Agents; Business Opportunity,appointment-setting;b2b-marketing;cold-calling;lead-generation;outbound-sales;telemarketing;telephone-skills;virtual-assistant
https://www.odesk.com/o/jobs/job/_~01be5155569288f519/,Magento Integration and Development. Capsule CRM; iSell; Shopping site integration,api-development;magento;php;website-development
https://www.odesk.com/o/jobs/job/_~01138b907c20ca2b5d/,Need a Virtual Assistant and Lead Generator,administrative-support;appointment-setting;b2b-marketing;data-entry;data-mining;email-handling;google-docs;internet-research;lead-generation;linkedin-recruiting;microsoft-excel;outbound-sales;virtual-assistant;zoho-crm
https://www.odesk.com/o/jobs/job/_~0122472ad62c3583ec/,Evenote Integration Apps for OSX and iOS,mac-os-app-development
https://www.odesk.com/o/jobs/job/_~0133183af7f59b7c77/,Admin person needed for accountancy practice,administrative-support;data-entry;internet-research;seo;social-media-marketing;twitter-marketing;virtual-assistant;wordpress
https://www.odesk.com/o/jobs/job/_~01861fdaa0c6c81f1a/,Full-Time Graphic Designer wanted for a multi-brand restaurant company,adobe-creative-suite;adobe-illustrator;adobe-photoshop;banner-design;graphic-design;html;html5;social-media-marketing;web-design
https://www.odesk.com/o/jobs/job/_~01ec2182c5b4bd39d6/,Writer wanted for multi-channel demand generation blog and ebooks,article-writing;blog-writing;business-writing;ebook-writing;internet-research;seo-keyword-research;wordpress
https://www.odesk.com/o/jobs/job/_~01eed35a9034f8eb2c/,Online Company Seeking Enthusiastic Phone Support Rep. & Email Support (Hourly + Commission),customer-support;email-handling;email-technical-support;phone-support
https://www.odesk.com/o/jobs/job/_~0188de51f442ae7d2d/,Salesforce Setup and Training,salesforce-apex;salesforce-app-development
https://www.odesk.com/o/jobs/job/_~01943dd81251c3eaf5/,Qualifying - Sales Representative,appointment-setting;cold-calling;customer-support;outbound-sales;sales;salesforce.com;telephone-skills
https://www.odesk.com/o/jobs/job/_~01eff505d7958d82f5/,Lead Generation and Data Entry,data-entry;data-mining;google-spreadsheet;lead-generation
https://www.odesk.com/o/jobs/job/_~019f0c6dd90df13455/,Administrative Assistant; Data Entry,administrative-support;customer-service;data-entry;microsoft-excel
https://www.odesk.com/o/jobs/job/_~01414e24005b12ee98/,Database Entry and Prospect Research,data-entry;virtual-assistant
https://www.odesk.com/o/jobs/job/_~01a9dfd497efbc4173/,SalesForce Expert/Social Media Management/Marketing,
https://www.odesk.com/o/jobs/job/_~0149f7ce0ae6e0d5bc/,A virtual admin and customer support specialist needed,call-handling;customer-service;phone-support;social-media-marketing;telephone-skills;virtual-assistant
https://www.odesk.com/o/jobs/job/_~0123cb9cbc5a5d69b2/,Simple ecommerce website,css3;google-adwords;google-analytics;javascript;php
https://www.odesk.com/o/jobs/job/_~019fa10e0a57c090ba/,Facebook API; PHP Developers Needed,adobe-air;facebook-api;html5;javascript
https://www.odesk.com/o/jobs/job/_~01679d1204cce8047a/,Data entry position to support account manager,data-entry;english
https://www.odesk.com/o/jobs/job/_~018b5047fbe8d3b260/,Salesforce Customization for the Wholesale Distribution Business,crm;salesforce.com
https://www.odesk.com/o/jobs/job/_~012a3aa6fad2f5e34b/,Administrative Assitant,
https://www.odesk.com/o/jobs/job/_~0139d2821e432d6d8f/,Technical Support Representative,customer-service;customer-support;email-technical-support;netsuite-administration;netsuite-development;phone-support
https://www.odesk.com/o/jobs/job/_~0177bca33df7410e1b/,7-10 page website with high end design work needed,
https://www.odesk.com/o/jobs/job/_~019dc6fc971c50f46d/,Data Entry & Administrative Support,administrative-support;application-programming;crm;customer-service;customer-support;data-entry;medical-records-research;phone-support;project-management;technical-support;virtual-assistant
https://www.odesk.com/o/jobs/job/_~0161c52bb9965a8ed9/,Requirements of CRM software for Real estate Agent,
https://www.odesk.com/o/jobs/job/_~01f48ed70d64691edb/,SugarCRM,javascript;linux-system-administration;network-administration;php;sugar-crm
https://www.odesk.com/o/jobs/job/_~017b2aa8747ba10dc0/,Full-time Real Estate Virtual Assistant,administrative-support;appointment-setting;crm;customer-service;email-handling;facebook-marketing;internet-research;lead-generation;market-research;real-estate-idx;sales;social-media-marketing;telemarketing;telephone-skills;virtual-assistant
https://www.odesk.com/o/jobs/job/_~0134c06c63bcad6189/,Migrate Salesforce.com to Vtiger,php;salesforce.com;sql;vtiger
https://www.odesk.com/o/jobs/job/_~019645b84731b60297/,ACT! EMarketing Newsletter templates,email-marketing;graphic-design;website-development
https://www.odesk.com/o/jobs/job/_~01171a2a45d92e8017/,Need a mobile application,android-app-development;ipad-app-development;iphone-app-development
https://www.odesk.com/o/jobs/job/_~01c8c4fdf7226d3ff8/,Magento Backend / Frontend ( Rapid hard core experienced developer ),
https://www.odesk.com/o/jobs/job/_~01f1031079c2abf371/,Team Lead / PHP developer in Saint-Petersburg,php
https://www.odesk.com/o/jobs/job/_~01e07c55328b02bb38/,Intranet and ERP development with mobile App,intranet-architecture;web-programming
https://www.odesk.com/o/jobs/job/_~01403e7dfa252f12a2/,Full-time Real Estate Virtual Assistant,administrative-support;appointment-setting;crm;customer-service;email-handling;facebook-marketing;internet-research;lead-generation;market-research;real-estate-idx;sales;social-media-marketing;telemarketing;telephone-skills;virtual-assistant
https://www.odesk.com/o/jobs/job/_~0145801a5718647bb2/,Personal Assistant To Executive,administrative-support;appointment-setting;crm;customer-service;customer-support;data-entry;email-handling;email-marketing;internet-research;microsoft-excel;microsoft-powerpoint;microsoft-word;telephone-skills;travel-planning;virtual-assistant
https://www.odesk.com/o/jobs/job/_~01186632c8f2de8475/,Mortgage broker requires admin assistant!,administrative-support;crm;customer-service;customer-support;document-review;email-handling;pdf-conversion;social-media-marketing
https://www.odesk.com/o/jobs/job/_~01eb5fe1fd4fd74c5b/,Custom MS Access Quoting; Invoice an CRM needed,microsoft-access;sql;sql-programming
https://www.odesk.com/o/jobs/job/_~01eddfc910348f98e6/,Sage Saleslogix 7.2,crm
https://www.odesk.com/o/jobs/job/_~01c6aa970873b3abf6/,We are looking for a Super Star Personal Assistant,appointment-setting;article-writing;email-handling;email-marketing;infusionsoft-administration;internet-research;lead-generation;telephone-skills;virtual-assistant;wordpress
https://www.odesk.com/o/jobs/job/_~01996237b3ecf17c1f/,Prefer an awesome English writer from the Philippines (full-time job),
https://www.odesk.com/o/jobs/job/_~017da1109da18e6590/,An expert in PHP based Frameworks(Cake),cakephp;codeigniter;graphic-design;html;mysql;php;technical-analysis
https://www.odesk.com/o/jobs/job/_~01e59d72593cddf6b9/,Full Time/Monthly Telemarketer/Appointment Setter (For USA Companies!),appointment-setting;b2b-marketing;cold-calling;outbound-sales;sales;telemarketing
https://www.odesk.com/o/jobs/job/_~01b6475e349e8a84f3/,Working on existing PHP/CakePHP website for on going development,html5;php
https://www.odesk.com/o/jobs/job/_~0171a35af64c748ecc/,Business English Presentation,english-proofreading;english-tutoring;teaching-english
https://www.odesk.com/o/jobs/job/_~01b2ea76756aac04de/,Need help with Website development,adobe-photoshop;article-writing;asp.net;asp.net-mvc;content-writing;facebook-marketing;graphic-design;html5;logo-design;.net-framework;php;seo;seo-keyword-research;social-media-marketing;web-design;more…
https://www.odesk.com/o/jobs/job/_~01a9644b6c881fad83/,SQL; PHP; .NET; Developer,api-development;crm;.net-framework;php;sql;web-services
https://www.odesk.com/o/jobs/job/_~010aa8447e9ad92b0a/,APPOINTMENT SETTERS,appointment-setting;cold-calling;customer-service;lead-generation;telemarketing
https://www.odesk.com/o/jobs/job/_~010a021e804a591e9c/,Web Design & CRM Programming,html5;php
https://www.odesk.com/o/jobs/job/_~01048c9c7d4dd78abd/,Need a Direct Mail (snail mail) solution with a cart (SaaS) that has integrated CRM,amazon-ec2;amazon-s3;amazon-web-services
https://www.odesk.com/o/jobs/job/_~018d692188c2030278/,Internet Marketer,content-writing;facebook-marketing;internet-marketing;lead-generation;seo;seo-backlinking;seo-keyword-research
https://www.odesk.com/o/jobs/job/_~01636eea43a7ac3b10/,Cloud Based VOIP CRM Solution Needed,crm;microsoft-dynamics;sugar-crm;voip-administration;voip-software
https://www.odesk.com/o/jobs/job/_~01d688ddca3bbc777c/,We are looking for a Super Star Personal Assistant,appointment-setting;article-writing;email-handling;email-marketing;infusionsoft-administration;internet-research;lead-generation;telephone-skills;virtual-assistant;wordpress
https://www.odesk.com/o/jobs/job/_~012af87c92e50901ef/,SharePoint Architecht,microsoft-sharepoint-administration;microsoft-sharepoint-development;.net-framework;sharepoint-designer;sql
https://www.odesk.com/o/jobs/job/_~01f8b598933f9466f5/,Customer Service Representative,b2b-marketing;cold-calling;crm;customer-service;data-entry;email-handling;internet-research;outbound-sales;sales;telemarketing
https://www.odesk.com/o/jobs/job/_~01b5f261f87c9231ca/,Admin Assistant (Business / Operations),business-writing;data-entry;email-handling;internet-research;project-scheduling;salesforce.com;virtual-assistant
https://www.odesk.com/o/jobs/job/_~01ce016d5026415822/,User Interface for Client Relationship Management System,
https://www.odesk.com/o/jobs/job/_~019de6e7971e3f4605/,Affiliates Manager,affiliate-marketing;forex-trading;sales-promotion
https://www.odesk.com/o/jobs/job/_~012edc54ab8220449c/,Telemarketer Wanted for Appointment Setting (Base + Bonus),appointment-setting;cold-calling;crm;data-entry;lead-generation;telemarketing;telephone-skills
https://www.odesk.com/o/jobs/job/_~0103b12d5f9be1ff3b/,Team Lead / PHP developer in Tomsk,php
https://www.odesk.com/o/jobs/job/_~015d41f483560d26fc/,Need to port CRM desktop to web,asp.net
https://www.odesk.com/o/jobs/job/_~013d69312629bc28e1/,Salesforce online trainer,salesforce-apex;salesforce-app-development;salesforce.com;visualforce
https://www.odesk.com/o/jobs/job/_~0128668875a45455b9/,Cognos and DB2 Expert needed for Upgrade,cognos;ibm-db2
https://www.odesk.com/o/jobs/job/_~015f835ec4a21788a2/,Create MS Access database from Excel spreadsheet,api-development;microsoft-access;microsoft-excel
https://www.odesk.com/o/jobs/job/_~01ade808002c6904da/,Territory Sales Manager (French speaker),crm;customer-support;email-handling;english;french;market-research;negotiation;sales;social-media-marketing;telemarketing;telephone-skills;travel-agent
https://www.odesk.com/o/jobs/job/_~01c28ec8e6a3f0ad17/,Territory Sales Manager (German speaker),crm;customer-support;email-handling;english;german;market-research;negotiation;sales;social-media-marketing;telemarketing;telephone-skills;travel-agent
https://www.odesk.com/o/jobs/job/_~0128c26c3b5e5d0b65/,Virtual Assistant with Real Estate Experience,customer-service;sales;telephone-skills;virtual-assistant;zoho-crm
https://www.odesk.com/o/jobs/job/_~01316c20ea3498e09b/,BITRIX24.com account set up,crm
https://www.odesk.com/o/jobs/job/_~01dab7cf4d75798337/,BITRIX24.com account set up,crm
https://www.odesk.com/o/jobs/job/_~0140eb3e8bef1b172c/,B2B Appointment Setter,appointment-setting;lead-generation;telemarketing
https://www.odesk.com/o/jobs/job/_~017021aa41c4fb2214/,Seeking B2B Telesales Professional For Commercial Credit Solutions,appointment-setting;b2b-marketing;outbound-sales;telemarketing;telephone-skills
https://www.odesk.com/o/jobs/job/_~0135ee706c2eee0527/,An expert in PHP based Frameworks(Cake),cakephp;codeigniter;graphic-design;html;mysql;php;technical-analysis
https://www.odesk.com/o/jobs/job/_~014fbba7674b490cff/,Admin Support,
https://www.odesk.com/o/jobs/job/_~0106623f800d9cb9dd/,App Admin,
https://www.odesk.com/o/jobs/job/_~0124f8bd08182f6c17/,Online Marketing Manager,
https://www.odesk.com/o/jobs/job/_~01644a50001ad09685/,.Net developer with Sugar crm knowledge,asp.net;mysql;php;sugar-crm
https://www.odesk.com/o/jobs/job/_~0145fc04423428b360/,ZOHO CRM and CREATOR,zoho-creator;zoho-crm
https://www.odesk.com/o/jobs/job/_~01ed108c62463a3481/,E-Mail marketing,
https://www.odesk.com/o/jobs/job/_~0196364f11ab483959/,Appointment Setter,appointment-setting;cold-calling;telemarketing;telephone-skills
https://www.odesk.com/o/jobs/job/_~0156298c0d6d1abdb9/,B2B Appointment Setting / USA Reps Only,b2b-marketing;lead-generation;telemarketing;telephone-skills
https://www.odesk.com/o/jobs/job/_~0187888fd2ad5c5d51/,NetSuite Configuration & Business Analysis Specialist,accounting;financial-accounting;netsuite-administration;netsuite-development
https://www.odesk.com/o/jobs/job/_~0162f66502240eca99/,CRM AND LMS TESTER,software-testing;web-testing
https://www.odesk.com/o/jobs/job/_~016cf3d2ec78854769/,Virtual Assistant Needed for Real Estate Investor,customer-service;microsoft-excel;microsoft-word;phone-support;telephone-skills;virtual-assistant;wordpress
https://www.odesk.com/o/jobs/job/_~0179317e780d7df51c/,Real Estate Marketing  and Customer Service VA,blog-writing;content-writing;creative-writing;customer-service;data-entry;email-marketing;internet-marketing;internet-research;lead-generation;real-estate-idx;seo;social-media-marketing;virtual-assistant;wordpress
https://www.odesk.com/o/jobs/job/_~014b8cedf3d36c9ff4/,Salesforce CRM set up for new user.,salesforce.com
https://www.odesk.com/o/jobs/job/_~01b462b2f42ca20e60/,Prefer an awesome English writer in the Philippines (full-time job),content-writing;data-entry;internet-research
https://www.odesk.com/o/jobs/job/_~01c1488838ae53c8a1/,CRM basado en web en espanol,internet-research;spanish
https://www.odesk.com/o/jobs/job/_~014c8537a78dd222a3/,CRM System Needed,
https://www.odesk.com/o/jobs/job/_~01ba50e999377035e8/,Moon CRM Theme and UI Development,
https://www.odesk.com/o/jobs/job/_~01b445398efecafa18/,Integrate custom web form with lessannoying CRM,api-development;crm;php
https://www.odesk.com/o/jobs/job/_~017e4493b3b46291d0/,Migration of custom PHP/MySQL CRM to new theme / Code optimization,css;javascript;jquery;mysql;php
https://www.odesk.com/o/jobs/job/_~01f370f52d4d252d3f/,Simple Landing Page and Email Tempalte,
https://www.odesk.com/o/jobs/job/_~011a629cd4654b8912/,Admin Assistant / Adminstrator / Virtual assistant,data-entry;internet-research;microsoft-excel
https://www.odesk.com/o/jobs/job/_~01ae03a3023a67cbea/,Research Position - Philippines Based Preferred,article-writing;content-writing;copywriting;creative-writing;internet-research
https://www.odesk.com/o/jobs/job/_~01ae6bc32ed968b953/,Personal Assistantant to Vice President of Sales - Philippines Only Please,appointment-setting;b2b-marketing;call-handling;cold-calling;content-writing;crm;customer-support;data-entry;email-handling;internet-marketing;lead-generation;marketing-strategy;outbound-sales;phone-support;sales;more…
https://www.odesk.com/o/jobs/job/_~015e72f7f2a9035a11/,Need Someone Who Can Help Me Build Prospecting Lists (Looking for Names; Emails; Phone #s),crm;data-entry;lead-generation;research
https://www.odesk.com/o/jobs/job/_~010184f82698ca8893/,Salesforce or Relational Database Development,
https://www.odesk.com/o/jobs/job/_~017573eb231aafc3ce/,CRM and ACH system with Escrow tracking,crm;css;graphic-design;html5;mysql;mysql-programming;php;sugar-crm;website-development
https://www.odesk.com/o/jobs/job/_~01df4187cdb23857f0/,VTigerCRM Developer,php
https://www.odesk.com/o/jobs/job/_~017f9c192ddff3d88f/,Executive Assistant,
https://www.odesk.com/o/jobs/job/_~0122bd0f311b4f9055/,Salesforce workflow help,crm;salesforce.com
https://www.odesk.com/o/jobs/job/_~011c314d261e56cc19/,CRM en Espanol,internet-research;spanish;website-development
https://www.odesk.com/o/jobs/job/_~013bdd4c9942e81f1f/,Telesales to promote our services,appointment-setting;cold-calling;crm;customer-service;data-entry;lead-generation;outbound-sales;sales;sales-promotion;telemarketing;telephone-skills
https://www.odesk.com/o/jobs/job/_~01729919d17f74243a/,Personal Assistants Neededed for Real Estate Investor,virtual-assistant
https://www.odesk.com/o/jobs/job/_~01b8110226443a5b8c/,Set up and administer my Email List on MailChimp,crm;email-handling;email-marketing;lead-generation;virtual-assistant
https://www.odesk.com/o/jobs/job/_~01ff9283f99dec57ff/,PHP developer in Saint-Petersburg,node.js;php
https://www.odesk.com/o/jobs/job/_~012a134404b89125cc/,CRM Developer required for a medium sized enterprise,cold-calling;content-writing;crm;data-entry;email-marketing;lead-generation;marketing-strategy;microsoft-excel;outbound-sales;sales;salesforce-apex;sales-promotion;telemarketing
https://www.odesk.com/o/jobs/job/_~016e9861d20656dd73/,OpenERP Expert Developer,openerp-administration;openerp-development
https://www.odesk.com/o/jobs/job/_~01d3abe7f6be4f3ed4/,GET A HIGHER GOOGLE RANKING FOR OUR WEBSITE,internet-marketing;seo;seo-backlinking;seo-keyword-research;social-media-marketing
https://www.odesk.com/o/jobs/job/_~01980e114c2ca0ad6e/,SENIOR ASTERISK SYSTEMS DEVELOPER,asterisk;linux-system-administration;php;telemarketing;voip-software;web-design
https://www.odesk.com/o/jobs/job/_~016fcc4b79b4e6d518/,FastSpring Expert Needed to Setup Product,payment-gateway-integration
https://www.odesk.com/o/jobs/job/_~01b5e9cdb93b5d66af/,PROGRAMMER/ WEB DEVELOPER,css;html;jquery;mysql;mysql-programming;php;website-development
https://www.odesk.com/o/jobs/job/_~01ab508583dd1be38b/,Convert old Drupal database / website to new Drupal,crm;database-administration;drupal
https://www.odesk.com/o/jobs/job/_~01a70f9ee7ae14f75d/,Programmer in North America wanted for cloud software,crm;javascript;multi-touch-programming
https://www.odesk.com/o/jobs/job/_~01a35facb517740198/,PHP; Bootstrap Work on CRM,php
https://www.odesk.com/o/jobs/job/_~01f0f302cacff9a932/,TeleSales - Merchant Services Company,appointment-setting;b2b-marketing;cold-calling;lead-generation;outbound-sales;sales;telemarketing;telephone-skills
https://www.odesk.com/o/jobs/job/_~0183010d86b8e8120e/,Appointment Setter for 90210 Sales Cloud.,appointment-setting;cold-calling;telemarketing;telephone-skills
https://www.odesk.com/o/jobs/job/_~0101c940f700056d3c/,Stylist Needed for SugarCRM documents.,css;sugar-crm
https://www.odesk.com/o/jobs/job/_~0127352f7fb677aa09/,VTiger - Installation; tuning and synchronization,vtiger
https://www.odesk.com/o/jobs/job/_~01f3aef3b555a9a25b/,Podio set up for Real Estate business,
https://www.odesk.com/o/jobs/job/_~0176d8791b01ee9459/,Administrative Assistant Wanted - US Applicants Only,administrative-support;customer-support;data-entry;microsoft-excel;microsoft-word;virtual-assistant
https://www.odesk.com/o/jobs/job/_~015c2608faf4aea7b9/,Personal Assistants Neededed for Real Estate Investor,virtual-assistant
https://www.odesk.com/o/jobs/job/_~01854812dbd924c0fa/,Develop Design Lead Manager CRM,
https://www.odesk.com/o/jobs/job/_~018ba0a99778cc034d/,Home Security Sales,call-handling;cold-calling;crm;telemarketing;telephone-skills
https://www.odesk.com/o/jobs/job/_~01da1f44fab5aee790/,Design Ui for my Mobile App,ui-design
https://www.odesk.com/o/jobs/job/_~01de6639b6af7d89c7/,Real Estate Assistant--Research; CRM,data-entry;email-handling;internet-research;marketing-strategy;microsoft-excel;telephone-skills;virtual-assistant
https://www.odesk.com/o/jobs/job/_~01d6ba0903a1105777/,Website product page update; new landing page and CRM web to lead integration,graphic-design;html;web-design;zoho-crm
https://www.odesk.com/o/jobs/job/_~014aa964b3b2a9fb49/,Work at Home Job while Earning - Make up to $150-$200/weekly!,administrative-support;appointment-setting;customer-service;customer-support;data-entry;human-resource-management;outbound-sales;recruiting;telemarketing;telephone-skills;virtual-assistant
https://www.odesk.com/o/jobs/job/_~017d32b60298aa4824/,PHP developer in Tomsk,php
https://www.odesk.com/o/jobs/job/_~0186461b5db2871226/,PHP developer in Saint-Petersburg,node.js;php
https://www.odesk.com/o/jobs/job/_~01f1b4393abe6cc38c/,Personal Assistants Neededed for Real Estate Investor,virtual-assistant
https://www.odesk.com/o/jobs/job/_~01e4a288afa5050cf1/,ZOHO CRM creator,
https://www.odesk.com/o/jobs/job/_~016aed01b3f38ca06c/,Appointment Setter,cold-calling;lead-generation;sales;telemarketing;telephone-skills
https://www.odesk.com/o/jobs/job/_~0189a7a2c02652b4d9/,Salesforce Administrator,administrative-support;communications;crm;html;salesforce-apex;salesforce.com
https://www.odesk.com/o/jobs/job/_~019f3208d2d4e68d7d/,Quality Control Engineer,
https://www.odesk.com/o/jobs/job/_~01c1393e0b0c43e6a5/,Real Estate Lead Tracking & Email Correspondance,
https://www.odesk.com/o/jobs/job/_~01e72d3e326e2a2db4/,Telemarketing Sales & Appointment setter (Virtual),appointment-setting;call-handling;cold-calling;customer-service;customer-support;outbound-sales;sales;telemarketing;telephone-skills
https://www.odesk.com/o/jobs/job/_~01098bda028d1d4cbd/,SEO ADMIN - FILIPINO ONLY,seo;seo-backlinking
https://www.odesk.com/o/jobs/job/_~01a0e896f3e7f2d230/,Salesforce.com Expert/Programmer,salesforce-app-development;salesforce.com
https://www.odesk.com/o/jobs/job/_~019e53ad28468e6a01/,Asistente Administrativo Bilingüe,spanish
https://www.odesk.com/o/jobs/job/_~012fb235a432899c93/,Spanish Virtual Assistant,data-entry;microsoft-excel;microsoft-word;spanish;virtual-assistant;wordpress
https://www.odesk.com/o/jobs/job/_~015ecaf5a8b6cd4610/,Bitcoin wordpress cashier,php;web-design;wordpress
https://www.odesk.com/o/jobs/job/_~0127dcd3d6dbc0f07b/,Integrate css template in Axure program,axure;css3;html5
